affiliation,num_papers
Shanghai Artificial Intelligence Laboratory; Shanghai JiaoTong University,1
Shanghai Artificial Intelligence Laboratory; Shanghai Jiaotong University,1
"Shanghai Artificial Intelligence Laboratory; Shenzhen Institute of Advanced Technology (SIAT), Chinese Academy of Sciences",1
Shanghai Artificial Intelligence Laboratory; Soochow University,1
Shanghai Artificial Intelligence Laboratory; South China University of Technology,1
Shanghai Artificial Intelligence Laboratory; Sun Yat-sen University,1
Shanghai Artificial Intelligence Laboratory; Sydney University,1
"Shanghai Artificial Intelligence Laboratory; The Chinese University of Hong Kong, Shenzhen",1
Shanghai Artificial Intelligence Laboratory; The Hong Kong University of Science and Technology,1
Shanghai Artificial Intelligence Laboratory; The University of Hong Kong,1
Shanghai Artificial Intelligence Laboratory; UNC-Chapel Hill,1
Shanghai Artificial Intelligence Laboratory; University College London,1
Shanghai Innovation Institute; Zhejiang University; Westlake University,1
Shanghai Jiao Tong Univeristy; Shanghai AI Lab,1
Shanghai Jiao Tong University & Infinigence-AI,1
Shanghai Jiao Tong University; Multi-Agent Governance & Intelligence Crew (MAGIC),1
Shanghai Jiao Tong University; Noematrix Ltd.,1
Shanghai Jiao Tong University; OpenDataLab,1
"Shanghai Jiao Tong University; Qwen Team, Alibaba Group",1
Shanghai Jiao Tong University; RealAI,1
Shanghai Jiao Tong University; SII-GAIR,1
Shanghai Jiao Tong University; SII; GAIR,1
Shanghai Jiao Tong University; SPIRAL Lab,1
Shanghai Jiao Tong University; Shanghai AI Laboratory; Multi-Agent Governance & Intelligence Crew (MAGIC),1
"Shanghai Jiao Tong University; Shanghai AI Laboratory; State Key Laboratory for Novel Software Technology, Nanjing University",1
Shanghai Jiao Tong University; Shanghai Artificial Intelligence Lab; Generative AI Research Lab (GAIR),1
Shanghai Jiao Tong University; Shanghai Innovation Institute; GAIR,1
Shanghai Jiao Tong University; Shanghai Innovation Institute; Noematrix Ltd.,1
Shanghai Jiao Tong University; Shanghai Innovation Institute; Shanghai Artificial Intelligence Laboratory,1
Shanghai Jiao Tong University; Shanghai University,1
Shanghai Jiao Tong University; Tencent AI Lab,1
Shanghai Jiao Tong University; Tencent Youtu Lab,1
Shanghai Jiao Tong University; Tiamat,1
Shanghai Jiao Tong University; Tianjin University,1
"Shanghai Jiao Tong University; University of California, Santa Barbara",1
Shanghai Jiao Tong University; National University of Singapore,1
"Shanghai Jiao Tong University; Institute of Geographical Science and Natural Resources Research, CAS",1
Shanghai Jiao Tong University (SJTU); SII; Generative Artificial Intelligence Lab (GAIR),1
Shanghai Jiao Tong University; Infinigence-AI; SII,1
Shanghai Jiao Tong University and Shanghai AI Laboratory,1
"Shanghai Jiao Tong University, China and Shanghai AI Laboratory, China",1
"Shanghai Jiao Tong University, China and Shanghai Artificial Intelligence Laboratory, China",1
"Shanghai Jiao Tong University, China; Shanghai AI Lab, China",1
"Shanghai Jiao Tong University, China; Shanghai Artificial Intelligence Laboratory, China",1
"Shanghai Jiao Tong University, East China Normal University",1
"Shanghai Jiao Tong University, Shanghai 200240, China",1
"Shanghai Jiao Tong University, Shanghai, China; Shanghai AI Laboratory, Shanghai, China",1
"Shanghai Jiao Tong University, Shanghai, China; Shanghai AI Laboratory, Shanghai, China; Institute of Artificial Intelligence for Medicine, School of Medicine, Shanghai Jiao Tong University, Shanghai, China",1
"Shanghai Jiao Tong University, Shanghai, China; Shanghai Ninth People’s Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China",1
"Shanghai Jiao Tong University; ARC Lab, Tencent PCG",1
Shanghai Jiao Tong University; Ant Group,1
Shanghai Jiao Tong University; Beijing Institute of Technology,1
Shanghai Jiao Tong University; D-Robotics,1
Shanghai Jiao Tong University; Eastern Institute of Technology,1
Shanghai Jiao Tong University; European Institute of Innovation and Technology Ningbo,1
Shanghai Jiao Tong University; Galbot,1
Shanghai Jiao Tong University; Galbot; UIUC,1
Shanghai Jiao Tong University; Generative AI Research Lab (GAIR); Shanghai Artificial Intelligence Laboratory,1
"Shenzhen International Graduate School, Tsinghua University; Baidu Inc.",1
"Shenzhen International Graduate School, Tsinghua University; Peng Cheng Laboratory",1
"Shenzhen International Graduate School, Tsinghua University; The Chinese University of Hong Kong",1
"Snap Inc.; University of California, Merced",1
"Snap Inc., UK",1
"Snap Inc., USA",1
"Snap Inc., United States of America",1
Snap Inc.; CUHK,1
"Snap Inc.; Department of EECS, University of Michigan",1
Snap Inc.; HKUST,1
Snap Inc.; Korea University,1
Snap Inc.; Tel Aviv University,1
"Snap Inc.; University of California, Los Angeles",1
"Snap Inc.; University of California, Santa Cruz",1
Skolkovo Institute of Science and Technology; AI Foundation and Algorithm Lab,1
Snap Inc.; University of Illinois Urbana-Champaign,1
Snap Inc.; University of Rochester,1
Snap Inc.; University of Toronto,1
Snap Inc; KAUST,1
Snap Inc; Umass Amherst,1
"Snap Research, New York, USA",1
"Snap Research, US",1
Snap Research; IISc Bangalore,1
Snap Research; Rice University,1
Snap,1
"SnT, University of Luxembourg; Farama Foundation; ETH Zürich",1
"SnT, University of Luxembourg; Artec3D, Luxembourg",1
"SmartFlowAI Research, Shanghai, China",1
"Skolkovo Institute of Science and Technology; Artificial Intelligence Research Institute; Moscow, Russia",1
"Skolkovo Institute of Science and Technology; Artificial Intelligence Research Institute; Moscow, Russian Federation",1
"Skolkovo Institute of Science and Technology; CNRS, Université Paris Cité, France",1
Skolkovo Institute of Science and Technology; Moscow Institute of Physics and Technology,1
"Skolkovo Institute of Science and Technology; Moscow, Russia",1
"Skolkovo Institute of Science and Technology; Sberbank, AI4S Center; Moscow, Russian Federation",1
"Skolkovo Institute of Science and Technology; Vega Institute Foundation; Moscow, Russia",1
Skolkovo Institute of Science and Technology; Yandex Research; HSE University,1
"Skoltech, Moscow",1
"Skoltech, Moscow, Russia",1
"Skoltech, Moscow, Russia; AIRI, Moscow, Russia",1
Skoltech; Institute for Information Transmission Problems of the Russian Academy of Sciences,1
Skoltech; MTS AI,1
Skoltech; Sber AI Lab,1
Skoltech; T-Tech,1
Skywork AI PTE. LTD.,1
Skywork AI; Bytedance,1
"Skywork AI; Institute of Computing Technology, Chinese Academy of Sciences",1
Smart City & ERZ Zurich,1
Snap Research; The Hebrew University of Jerusalem,1
Snap Research; University of Oxford,1
Snap Research; University of Toronto,1
"Sony AI, Tokyo, Japan; Sony Group Corporation",1
Sony AI; UT Austin,1
"Sony CSL, Tokyo, Japan",1
"Sony Corporation, Sony AI",1
"Sony Group Corporation, Japan",1
"Sony Group Corporation, Sony AI, New York, US",1
"Sony Group Corporation, Tokyo, Japan",1
Sony Group Corporation; Korea Advanced Institute of Science and Technology (KAIST),1
"Sony Interactive Entertainment, Aliso Viejo, US",1
"Sony Interactive Entertainment, Berlin, Germany",1
"Sony Interactive Entertainment, London, UK",1
"Sony Research, Tokyo, Japan",1
"Sony, Japan.",1
"Soochow University, China; Key Laboratory of Data Intelligence and Advanced Computing, Soochow University",1
"Soochow University, Soochow, China",1
Soochow University; Generative AI Research Lab (GAIR),1
Soochow University; Shanghai Artificial Intelligence Laboratory,1
Sookmyung Woman’s University,1
"Sorbonne University Abu Dhabi, Abu Dhabi, UAE",1
"Sorbonne University, MLIA, ISIR, Paris, France; Valeo.ai, Paris, France",1
Sony AI; Coventry University,1
Sony,1
Snap; KAUST,1
"SomosNLP/Universidad Politécnica de Madrid, Madrid, Spain",1
Snap; Purdue University,1
Snorkel AI,1
"Snorkel AI, Redwood City, CA, USA",1
"Snorkel AI, Redwood City, CA, USA; Dept. of Computer Sciences, University of Wisconsin-Madison, WI, USA",1
"Snowflake AI Research, San Mateo, CA, United States",1
Snowflake AI Research; Seoul National University,1
"Sobey Media Intelligence Laboratory, Chengdu, China",1
"Sobey Media Intelligence Laboratory, Chengdu, China; School of Cyber Science and Engineering, Sichuan University, Chengdu, China; Key Laboratory of Data Protection and Intelligent Management (Sichuan University), Ministry of Education, China",1
"Sobey Media Intelligence Laboratory, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, Sichuan, 611731 China",1
Society for Worldwide Interbank Financial Telecommunication (Swift),1
"Soda, Inria Saclay, France",1
Sofia University “St. Kliment Ohridski”,1
"Software College, Northeastern University, 110819, Shenyang, China",1
"Software Insititute, Nanjing University, Nanjing, China",1
"Software Institute – USI Universita della Svizzera italiana, Switzerland",1
"Software Institute – USI Università della Svizzera italiana, Lugano, Switzerland",1
Sogang University; KAIST,1
Soka University of America,1
Soket AI,1
Skolkovo Institute of Science and Technology; Artificial Intelligence Research Institute (AIRI),1
"Skolkovo Institute of Science and Technology, Moscow, Russia; Vega Institute Foundation, Moscow, Russia",1
"Shenzhen Key Laboratory for High Performance Data Mining, Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, China",1
"Showlab, National University of Singapore",1
"Shezhen International Graduate School, Tsinghua University",1
"Shiv Nadar University, Chennai, India",1
Shopee,1
Shopee Pte. Ltd.,1
"Shopee Pte. Ltd., Shanghai, China",1
"Show Lab, National University of Singapore (NUS)",1
"Show Lab, National University of Singapore, Singapore",1
"Show Lab, National University of Singapore; ByteDance",1
"Show Lab, National University of Singapore; CFAR & IHPC, Agency for Science, Technology and Research (A*STAR), Singapore",1
Siberian Neuronets LLC,1
"Skolkovo Institute of Science and Technology, Moscow, Russia; HSE University, Moscow, Russia",1
"Sichuan Highway Planning, Survey, Design and Research Institute Ltd",1
Sichuan Univeristy,1
"Sichuan University, China; Engineering Research Center of Machine Learning and Industry Intelligence, Ministry of Education, China",1
"Sichuan University, China; Engineering Research Center of Machine Learning and Industry Intelligence, Ministry of Education, China; Institute of Data Science, National University of Singapore, Singapore",1
"Sichuan University, School of Computer Science",1
"Siebel School of Computing and Data Science, University of Illinois Urbana-Champaign",1
Siemens AG; Technical University of Munich,1
"Siemens Healthineers AG, 91301 Forchheim, Germany",1
Sierra & University of Toronto & Vector Institute,1
"Shenzhen, China",1
Shenzhen University; Shanghai Jiao Tong University,1
"Shenzhen University of Advanced Technology, China",1
Shenzhen University of Advanced Technology,1
"Shenzhen Key Laboratory for High Performance Data Mining, Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, China; Shenzhen University of Advanced Technology, China",1
"Shenzhen Key Laboratory for High Performance Data Mining, Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, China; University of Chinese Academy of Sciences, China",1
"Shenzhen Key Laboratory for High Performance Data Mining, Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences; University of Chinese Academy of Sciences",1
"Shenzhen Key Laboratory for High Performance Data Mining, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",1
"Shenzhen Key Laboratory for High Performance Data Mining, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences; Shenzhen University of Advanced Technology",1
"Shenzhen Key Laboratory for High Performance Data Mining, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences; Southern University of Science and Technology",1
"Shenzhen Key Laboratory for High Performance Data Mining, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences; University of Chinese Academy of Sciences",1
"Shenzhen Key Laboratory for High Performance Data Mining, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences; University of Science and Technology of China",1
